Week,DMA_Name,DMA_ID,TRx,TV_Spend,Digital_Spend,Search_Spend,Print_Spend,HCP_Events_Spend,Medical_Journal_Spend,TV_Impressions,Digital_Impressions,Digital_Clicks,Search_Clicks,Print_Impressions,HCP_Email_Sends,Rep_Calls,Sample_Units,Copay_Redemptions,Lagged_TRx,DMA_Population,Competitor_TV_Spend,Seasonality
12/31/2023,Richmond VA,DMA_053,89522,119965,46722,20428,27415,44967,26594,3270440,5100605,90484,5916,347392,343,1398,943,20251,76093,488000,116463,1.29
1/7/2024,Richmond VA,DMA_053,88510,99733,35243,15899,28727,49042,27737,2709304,3930443,56729,10521,318057,331,1045,806,13662,75233,488000,104591,1.293
1/14/2024,Richmond VA,DMA_053,96246,123677,58706,25341,19222,27567,28151,4239541,7897905,80539,9131,204600,305,1489,851,20296,81809,488000,140881,1.327
1/21/2024,Richmond VA,DMA_053,99432,143352,35211,24761,29163,47048,26368,4942372,4902755,54719,14367,323743,246,1181,577,19579,84517,488000,107383,1.348
1/28/2024,Richmond VA,DMA_053,88462,102450,33254,26997,18457,47294,30382,2719579,4539895,73435,9184,206359,339,1147,641,14002,75192,488000,139635,1.285
2/4/2024,Richmond VA,DMA_053,88973,109091,44238,27519,25277,53504,28750,3698723,5595580,80213,8370,267660,259,1195,925,16491,75627,488000,64888,1.246
2/11/2024,Richmond VA,DMA_053,87868,155249,45211,18169,19912,56987,19024,4419076,6390699,116507,5927,242704,383,1108,849,17834,74687,488000,99251,1.225
2/18/2024,Richmond VA,DMA_053,92039,160571,40552,22256,22418,49199,26270,5011123,5513094,52263,9804,188349,325,1534,578,20521,78233,488000,270399,1.288
2/25/2024,Richmond VA,DMA_053,78995,132242,35965,22996,17490,37725,22849,3895278,4841755,79599,7274,180701,271,1299,873,15122,67145,488000,90013,1.113
3/3/2024,Richmond VA,DMA_053,84903,136699,46648,23640,18535,51141,24914,3598558,4912017,84868,10483,214078,310,1089,520,17155,72167,488000,108946,1.182
3/10/2024,Richmond VA,DMA_053,81639,121704,30574,19256,25237,44726,18355,4058935,4077046,70100,11520,218435,227,1100,614,17182,69393,488000,176526,1.138
3/17/2024,Richmond VA,DMA_053,80208,108224,51300,27811,25319,35941,31866,3383857,5336948,71253,8742,252953,331,1416,550,12183,68176,488000,174339,1.144
3/24/2024,Richmond VA,DMA_053,64639,90899,26178,23383,21568,32372,21431,2738912,3682218,46878,6272,228829,349,1033,554,12967,54943,488000,114801,0.992
3/31/2024,Richmond VA,DMA_053,60984,79886,30519,13201,16869,53351,25065,2393100,4163966,74844,4147,193561,279,1215,947,12731,51836,488000,106580,0.94
4/7/2024,Richmond VA,DMA_053,58979,71532,31774,13498,18470,58155,31203,2185785,4235429,79571,3563,200141,390,1214,515,12953,50132,488000,50931,0.913
4/14/2024,Richmond VA,DMA_053,58478,90222,24075,14729,17602,40723,27623,2855089,2555854,30626,4834,203803,379,1269,742,13358,49706,488000,101548,0.925
4/21/2024,Richmond VA,DMA_053,58615,77275,33471,15533,10906,50884,29488,2003681,3931247,57924,4342,98412,358,1049,791,10529,49822,488000,76807,0.932
4/28/2024,Richmond VA,DMA_053,67535,95398,24329,19679,14101,42953,32578,2892122,2620675,51414,12096,160219,290,1218,746,10412,57404,488000,57907,0.963
5/5/2024,Richmond VA,DMA_053,56688,107458,32780,20871,14281,46283,29086,2839554,3522988,33518,5833,170539,220,1452,794,11145,48184,488000,87858,0.873
5/12/2024,Richmond VA,DMA_053,74957,107154,37539,24303,20359,28830,32646,2735556,4508481,67897,10529,164477,300,1386,578,15017,63713,488000,172220,1.079
5/19/2024,Richmond VA,DMA_053,67097,107479,35390,15113,12602,38384,28591,3060796,4917848,54604,3956,115190,312,1291,637,13806,57032,488000,107149,1.032
5/26/2024,Richmond VA,DMA_053,77663,138979,31983,15994,13546,34275,33576,4537305,3389661,40234,6526,140087,319,1300,781,13523,66013,488000,93462,1.132
6/2/2024,Richmond VA,DMA_053,78793,89093,44424,22602,27079,58028,20955,2803104,5889087,99166,5817,309581,400,1361,819,15753,66974,488000,79789,1.14
6/9/2024,Richmond VA,DMA_053,61045,110346,31644,14403,12118,33026,27308,3217065,4153986,77061,7811,134421,353,1351,566,14322,51888,488000,130336,0.875
6/16/2024,Richmond VA,DMA_053,56717,106088,23032,15922,10355,31481,18562,2973792,3302842,33374,8690,102799,256,950,542,13511,48209,488000,122836,0.865
6/23/2024,Richmond VA,DMA_053,66454,103236,40533,15646,24039,52648,23114,3353709,4715234,46343,4327,225074,372,1422,792,11696,56485,488000,112994,1.014
6/30/2024,Richmond VA,DMA_053,60503,107156,35962,13095,22500,57441,23954,3098814,4151189,41829,4349,200736,269,1362,604,12045,51427,488000,101794,0.936
7/7/2024,Richmond VA,DMA_053,61412,118903,26151,18711,15554,58560,33564,3979671,3136376,27624,6619,139444,231,1184,827,13900,52200,488000,195601,0.94
7/14/2024,Richmond VA,DMA_053,57164,76381,36507,14549,15452,45508,19110,1922262,4258517,81107,3969,147989,266,1227,780,13211,48589,488000,93123,0.895
7/21/2024,Richmond VA,DMA_053,55666,76530,33549,21010,11737,35242,24472,2219733,3449073,29049,8848,132562,305,1542,560,10447,47316,488000,94849,0.856
7/28/2024,Richmond VA,DMA_053,75116,97529,37121,26609,16637,43906,33241,2465207,4954331,56539,11851,211281,376,1426,930,16338,63848,488000,158945,1.09
8/4/2024,Richmond VA,DMA_053,80248,125404,40209,17056,23628,49599,23163,3980270,4816699,68750,7941,239792,279,1467,910,18553,68210,488000,183646,1.138
8/11/2024,Richmond VA,DMA_053,67729,89150,36888,14940,19069,49110,23078,2675385,4909885,79662,7173,158920,344,1448,905,11484,57569,488000,140153,0.988
8/18/2024,Richmond VA,DMA_053,56314,104007,28054,18054,12853,52341,20778,2787334,2918278,55680,4622,147189,271,1364,645,13222,47866,488000,126232,0.863
8/25/2024,Richmond VA,DMA_053,91643,154944,45420,19663,14292,38507,23344,4411396,6185632,50639,7986,180061,257,1381,669,18095,77896,488000,189859,1.315
9/1/2024,Richmond VA,DMA_053,97541,156947,57175,19593,15812,42535,33346,5231855,5866913,56125,7693,184389,359,1053,930,22958,82909,488000,159469,1.386
9/8/2024,Richmond VA,DMA_053,105905,142727,43999,32485,31376,33246,19505,4876100,6178484,70165,13676,357602,372,1440,819,17287,90019,488000,190987,1.425
9/15/2024,Richmond VA,DMA_053,98228,135464,41580,18827,33905,38885,30267,3794108,4509676,54238,6964,419728,347,1109,882,18580,83493,488000,108656,1.435
9/22/2024,Richmond VA,DMA_053,107025,152032,58854,22120,17508,55708,21971,4569334,6877061,110554,11710,188299,376,1064,813,20910,90971,488000,211816,1.446
9/29/2024,Richmond VA,DMA_053,97903,107851,48179,20606,22010,45043,19343,3420183,5372834,99530,6928,231581,253,1426,700,22982,83217,488000,73366,1.373
10/6/2024,Richmond VA,DMA_053,97701,122478,50333,15890,14329,28367,21393,3560500,7082542,114284,9821,155493,344,1481,900,19133,83045,488000,148412,1.335
10/13/2024,Richmond VA,DMA_053,97160,148169,47055,31579,25423,33803,23084,4316414,5473947,81205,13891,270562,361,1156,847,20050,82586,488000,122640,1.31
10/20/2024,Richmond VA,DMA_053,102777,161071,48477,17432,15286,38848,19260,5371217,5484082,93929,4738,191643,245,1508,530,21612,87360,488000,180542,1.443
10/27/2024,Richmond VA,DMA_053,110328,158150,60772,24933,30828,46758,18664,5002965,6232432,102979,10811,370510,225,1110,656,20972,93778,488000,102904,1.474
11/3/2024,Richmond VA,DMA_053,108244,135557,44800,31539,23835,34689,27514,3985553,5575158,99310,10956,229925,263,1296,789,21128,92007,488000,77486,1.461
11/10/2024,Richmond VA,DMA_053,78631,140424,35231,18809,21898,58786,23056,3568440,3900109,39344,11254,274566,271,1423,908,11860,66836,488000,127544,1.129
11/17/2024,Richmond VA,DMA_053,79575,125468,41866,17820,24532,35547,30510,3792483,5618108,81940,4918,292581,233,1451,545,13665,67638,488000,118501,1.151
11/24/2024,Richmond VA,DMA_053,83916,142586,51906,24950,27265,58692,27911,3680528,7708310,114224,8302,278110,352,1138,920,20014,71328,488000,188142,1.173
12/1/2024,Richmond VA,DMA_053,78789,128867,44787,14994,13373,47558,29492,3879936,6331986,81203,5647,147665,345,1198,550,15081,66970,488000,115688,1.136
12/8/2024,Richmond VA,DMA_053,83479,121435,46034,21166,22948,40171,21960,3197916,5118119,92531,8610,195023,269,1150,737,13498,70957,488000,86479,1.177
12/15/2024,Richmond VA,DMA_053,77110,103474,34580,22924,15096,39382,25511,2940059,4848784,44815,7681,163112,358,1508,554,13558,65543,488000,179650,1.152
12/22/2024,Richmond VA,DMA_053,75336,121558,37525,13415,20723,48450,19786,4135508,4092384,59490,5193,228843,291,1274,941,14701,64035,488000,170405,1.111
1/1/2023,Mobile AL,DMA_054,85355,111950,51964,28033,20632,34893,21121,3683719,5884838,84975,7584,267789,381,1139,571,17399,76819,482000,95744,1.308
1/8/2023,Mobile AL,DMA_054,89288,149207,51449,15230,21874,31435,32633,5125321,7466524,135734,3874,201439,271,1409,556,20021,75894,482000,107047,1.345
1/15/2023,Mobile AL,DMA_054,83747,138879,45819,28064,13569,41471,30835,4312477,6067500,86336,8932,117900,305,1518,693,20271,71184,482000,100885,1.239
1/22/2023,Mobile AL,DMA_054,78610,94316,33324,23251,12910,42409,22250,3136178,4610171,62329,11832,162325,390,1087,579,17570,66818,482000,92563,1.207
1/29/2023,Mobile AL,DMA_054,80330,113643,37621,21595,17663,48565,19623,3504533,5082522,99152,5755,218593,272,1122,719,13033,68280,482000,120696,1.254
2/5/2023,Mobile AL,DMA_054,77791,116478,49757,21976,15535,51422,25303,3067758,6417408,128161,6426,187432,352,1250,669,15596,66122,482000,158267,1.201
2/12/2023,Mobile AL,DMA_054,81557,135901,45088,24665,18556,56047,25616,3578567,5874921,114807,7864,219070,315,1151,649,16995,69323,482000,158386,1.238
2/19/2023,Mobile AL,DMA_054,78036,100408,36797,22308,16296,37506,31696,2808142,5270977,101192,7741,166471,395,964,611,11915,66330,482000,86170,1.216
2/26/2023,Mobile AL,DMA_054,67539,97850,29113,12861,17357,33552,24586,3116108,4334907,81972,3773,219085,333,1495,638,15459,57408,482000,166271,1.101
3/5/2023,Mobile AL,DMA_054,69871,91282,44338,17557,16021,26502,24782,2295739,5658655,54335,7925,177493,283,1508,557,16545,59390,482000,165444,1.138
3/12/2023,Mobile AL,DMA_054,74018,95057,47593,17939,26029,47450,31509,2838528,7046785,88583,6438,317452,391,1271,846,16102,62915,482000,99049,1.166
3/19/2023,Mobile AL,DMA_054,78897,127042,46890,22320,22351,41123,23505,3739498,4972703,62295,12605,202512,242,1288,741,13881,67062,482000,99600,1.182
3/26/2023,Mobile AL,DMA_054,69767,110282,34232,12564,24616,44692,21739,2929138,4777606,49357,7768,298529,362,1110,549,15966,59301,482000,151285,1.133
4/2/2023,Mobile AL,DMA_054,60892,92355,24318,11529,18405,30638,26949,2560542,3576252,42047,4003,192432,328,1490,745,9884,51758,482000,109314,1.041
4/9/2023,Mobile AL,DMA_054,52517,86656,26575,16335,12828,33540,22329,2421689,3471952,30005,4195,107011,370,963,706,9078,44639,482000,79051,0.933
4/16/2023,Mobile AL,DMA_054,59311,97038,39019,14701,10316,47461,32723,2678533,5098891,58517,4241,83923,362,1146,733,9798,50414,482000,85575,0.993
4/23/2023,Mobile AL,DMA_054,55865,87569,25212,10090,18638,34819,23202,2795152,2612812,43886,6123,225476,266,1473,543,11179,47485,482000,111999,0.918
4/30/2023,Mobile AL,DMA_054,66396,113698,29730,16796,14669,46500,23805,3102496,3796311,46045,9866,159581,359,1008,855,12347,56436,482000,145749,1.063
5/7/2023,Mobile AL,DMA_054,61102,83439,37349,17698,20825,34455,26156,2872952,4694909,77423,8464,187488,328,1370,570,13937,51936,482000,93393,0.947
5/14/2023,Mobile AL,DMA_054,67438,117294,28264,19982,23216,26738,32546,3455263,3709531,52827,6180,238336,380,1018,901,10759,57322,482000,101180,1.09
5/21/2023,Mobile AL,DMA_054,52483,86931,34434,11996,16159,35920,32127,2344132,3487771,57688,3681,201658,383,1192,902,9495,44610,482000,93358,0.899
5/28/2023,Mobile AL,DMA_054,63404,83712,24841,21162,13626,47829,19440,2305165,2891702,34347,5899,156759,319,1493,636,15253,53893,482000,88435,1.074
6/4/2023,Mobile AL,DMA_054,57753,83992,36986,16559,10800,27259,25809,2153060,4829328,70139,4546,99305,265,1082,682,11288,49090,482000,93614,0.974
6/11/2023,Mobile AL,DMA_054,51284,69855,28349,12660,9140,26866,30185,2036325,4140228,67033,3654,108914,238,940,635,9463,43591,482000,51876,0.884
6/18/2023,Mobile AL,DMA_054,61144,87988,33387,13165,13389,54154,19774,2489398,4361574,45350,7437,118956,261,1062,850,14088,51972,482000,153401,1.018
6/25/2023,Mobile AL,DMA_054,55996,78466,30285,15867,15400,52999,29672,2204326,3273386,37257,6119,149875,326,1034,657,13715,47596,482000,67723,0.957
7/2/2023,Mobile AL,DMA_054,58691,110407,36851,12246,13065,50222,21040,3608877,5015445,56801,5279,110103,339,1477,897,9321,49887,482000,137564,0.941
7/9/2023,Mobile AL,DMA_054,55656,90310,20843,19370,12473,34921,20834,2351886,2630807,41387,11174,125472,367,1457,707,8673,47307,482000,141832,0.896
7/16/2023,Mobile AL,DMA_054,64734,119219,40954,12162,12679,41095,23527,3946630,4816803,70130,3611,101702,394,1449,736,10186,55023,482000,151736,1.046
7/23/2023,Mobile AL,DMA_054,59822,100689,22482,15343,16424,27935,31892,2704646,2330694,42780,8342,200787,314,1529,564,13161,50848,482000,151160,0.969
7/30/2023,Mobile AL,DMA_054,54226,94344,35273,12042,9533,36572,23740,2709978,4627182,50775,7788,89239,268,1057,644,10783,46092,482000,75901,0.878
8/6/2023,Mobile AL,DMA_054,55919,91142,22840,17267,17210,57982,21626,3046163,2759492,49614,6583,166612,372,1297,913,10634,47531,482000,128514,0.907
8/13/2023,Mobile AL,DMA_054,66303,103253,35988,13499,23423,40177,29643,2992438,4988971,49465,5022,222036,385,1066,521,14711,56357,482000,57100,1.095
8/20/2023,Mobile AL,DMA_054,62810,113773,36871,19993,18615,41967,25294,3421218,3731026,33085,8689,202059,303,1195,878,9612,53388,482000,131519,1.017
8/27/2023,Mobile AL,DMA_054,83778,112023,47091,29054,28584,48546,30239,3196915,4738628,62713,8417,255560,334,941,622,19370,71211,482000,146517,1.332
9/3/2023,Mobile AL,DMA_054,96176,105421,44385,23046,29878,30812,20780,3203472,5557616,92562,10322,382395,219,1306,646,22089,81749,482000,74547,1.441
9/10/2023,Mobile AL,DMA_054,100640,150988,48685,18592,25726,47963,26098,5141086,5371206,99665,11880,208849,322,1450,768,19302,85544,482000,133271,1.438
9/17/2023,Mobile AL,DMA_054,91091,120955,34470,25837,21109,32630,26596,3122678,4719266,70275,6967,230104,320,1220,932,19979,77427,482000,110034,1.439
9/24/2023,Mobile AL,DMA_054,82714,126042,36236,15753,25903,51762,21118,4068543,3888970,70138,6154,213594,290,1217,585,18052,70306,482000,242049,1.306
10/1/2023,Mobile AL,DMA_054,88002,140727,51173,28259,21585,42160,30513,4605469,5882772,65705,8152,195648,280,1173,673,16084,74801,482000,106547,1.337
10/8/2023,Mobile AL,DMA_054,95175,161442,34914,18467,30402,27538,22538,4932234,4270086,38793,9347,375707,292,1408,712,19783,80898,482000,246927,1.477
10/15/2023,Mobile AL,DMA_054,84711,118770,31168,21863,26731,34897,31936,2988897,4320367,65601,11523,311989,369,1065,896,14015,72004,482000,100640,1.308
10/22/2023,Mobile AL,DMA_054,86608,146804,47335,20197,26733,27627,24696,4662767,5125190,98610,5194,325336,395,971,856,18351,73616,482000,158073,1.342
10/29/2023,Mobile AL,DMA_054,98879,163457,39541,27476,28860,58512,19738,5376224,5533120,107815,11921,288577,285,1238,641,15291,84047,482000,129468,1.41
11/5/2023,Mobile AL,DMA_054,82120,135214,32859,15225,15396,52099,21085,3387467,4754773,71942,4703,176998,338,1188,861,16703,69802,482000,110434,1.323
11/12/2023,Mobile AL,DMA_054,74266,95844,41386,17476,16417,55524,25777,3035952,6173461,78807,5141,184876,365,1259,516,11572,63126,482000,49719,1.179
11/19/2023,Mobile AL,DMA_054,69407,101912,38778,13588,15810,50189,20770,2869454,4278199,44652,4769,145587,397,1012,749,15612,58995,482000,132053,1.179
11/26/2023,Mobile AL,DMA_054,70298,108279,32224,17271,11290,40815,31107,3102480,3889635,39295,10433,133170,296,1221,880,13109,59753,482000,132786,1.121
12/3/2023,Mobile AL,DMA_054,72611,98270,35126,22386,13510,48870,29720,2641595,4477584,58286,6894,157340,396,1417,782,15109,61719,482000,102812,1.169
12/10/2023,Mobile AL,DMA_054,74450,119461,37708,23500,16592,26918,27851,3949161,5436239,79002,6599,204589,240,932,515,12068,63282,482000,158839,1.168
12/17/2023,Mobile AL,DMA_054,66246,81638,31259,23535,18572,36557,32175,2166977,4602939,37002,6615,177888,322,1060,587,10004,56309,482000,107609,1.135
12/24/2023,Mobile AL,DMA_054,73640,100341,35882,17614,11726,44840,19485,3389980,4595750,53913,4978,103229,276,1449,533,15860,62594,482000,154645,1.199
12/31/2023,Mobile AL,DMA_054,85472,145119,45848,21884,29981,26710,27023,3726231,6117460,59882,6673,369897,306,1162,586,17062,72651,482000,136132,1.253
1/7/2024,Mobile AL,DMA_054,91247,150970,43021,15006,26063,26143,25980,4610042,5696110,98262,6949,260276,318,1393,938,17644,77559,482000,190208,1.271
1/14/2024,Mobile AL,DMA_054,93367,112451,51473,21271,17860,50065,20431,2902229,5296008,92599,8397,203465,246,1301,773,17721,79361,482000,114989,1.333
1/21/2024,Mobile AL,DMA_054,89368,129464,43636,15536,22015,32873,26038,4320655,4979045,56071,7890,204506,224,965,608,16311,75962,482000,80063,1.283
1/28/2024,Mobile AL,DMA_054,94007,151300,45021,28111,20296,46832,27034,5197760,5300928,84331,7114,175464,284,1221,613,23444,79905,482000,191418,1.313
2/4/2024,Mobile AL,DMA_054,97991,140506,50718,22220,21338,52114,25446,4253343,7534981,72346,14637,273092,391,1286,822,23921,83292,482000,98755,1.321
2/11/2024,Mobile AL,DMA_054,94671,158466,60699,17460,13911,26327,32983,4634907,6701058,68830,8684,157235,371,932,723,20249,80470,482000,94517,1.332
2/18/2024,Mobile AL,DMA_054,92184,107311,51709,25642,21088,30877,24818,3655411,6484250,108849,8261,194876,268,945,805,20791,78356,482000,126608,1.298
2/25/2024,Mobile AL,DMA_054,90414,144081,49249,21237,14734,50998,22257,4763080,7029241,132475,13476,168235,252,1052,615,21863,76851,482000,120270,1.188
3/3/2024,Mobile AL,DMA_054,78383,114025,41794,22625,24523,45298,31559,3113208,6162656,60478,11379,206053,251,1133,670,16581,66625,482000,151888,1.127
3/10/2024,Mobile AL,DMA_054,73594,130886,34481,18120,15041,44628,21145,4571350,4465997,48074,4792,146600,276,1223,614,18331,62554,482000,219470,1.105
3/17/2024,Mobile AL,DMA_054,90925,144245,52257,25475,21997,37542,25627,4190562,7433775,119725,16067,243144,373,1263,698,15439,77286,482000,147311,1.195
3/24/2024,Mobile AL,DMA_054,66924,88285,37766,22079,14421,49050,21634,2876979,5540295,67551,11662,118417,224,1176,570,12425,56885,482000,75432,0.95
3/31/2024,Mobile AL,DMA_054,60920,71655,35197,19538,13668,29460,31754,2210297,3900296,60293,8565,114456,262,1438,511,14686,51782,482000,63406,0.9
4/7/2024,Mobile AL,DMA_054,74060,108601,41321,14504,12450,38128,19994,3234610,4952578,45804,6887,154415,367,1056,738,16792,62951,482000,170715,1.123
4/14/2024,Mobile AL,DMA_054,58822,74069,33887,11398,16112,39694,25510,2226802,4149734,51815,2890,192984,264,1544,901,12320,49998,482000,104447,0.95
4/21/2024,Mobile AL,DMA_054,61513,89190,30174,16005,18726,53043,32308,2516291,3888612,56262,6215,237821,332,1171,751,10014,52286,482000,113804,0.939
4/28/2024,Mobile AL,DMA_054,75013,115986,41210,24429,23540,38459,21937,3602815,5715744,61058,9811,277061,232,1480,757,12480,63761,482000,187221,1.068
5/5/2024,Mobile AL,DMA_054,74431,133343,48690,19038,12754,55747,29402,3382378,6774794,105296,5128,144527,340,1254,800,11988,63266,482000,106362,1.077
5/12/2024,Mobile AL,DMA_054,69859,117605,45534,17592,21225,51993,32058,3298811,5467234,97679,4625,230955,255,1049,527,11571,59380,482000,130456,1.035
5/19/2024,Mobile AL,DMA_054,74225,103154,41467,13986,21275,28537,27265,2957592,5424863,68173,7490,242196,396,1526,700,15461,63091,482000,84323,1.073
5/26/2024,Mobile AL,DMA_054,62787,116089,42153,19535,21416,36707,24628,3258219,5750823,77345,5126,253953,376,1169,572,13393,53368,482000,128683,0.933
6/2/2024,Mobile AL,DMA_054,57561,85287,26441,16266,14216,43709,20014,2627153,2728679,45879,5417,148004,264,1547,593,14379,48926,482000,100444,0.882
6/9/2024,Mobile AL,DMA_054,67069,109414,37634,19503,19540,38354,20816,3268499,5112495,68434,6361,179178,295,1330,835,10355,57008,482000,115378,0.982
6/16/2024,Mobile AL,DMA_054,65101,88188,29020,11978,18483,29336,31141,2346484,3905087,53890,4861,192376,355,1478,767,14279,55335,482000,142464,1.014
6/23/2024,Mobile AL,DMA_054,74342,94743,39049,16877,26557,32174,33117,3239510,4161353,42331,7052,295532,300,983,821,17091,63190,482000,130807,1.129
6/30/2024,Mobile AL,DMA_054,62368,95080,36555,12470,21303,43904,19692,2407512,3669214,68173,3894,205802,217,1268,839,10052,53012,482000,121693,0.974
7/7/2024,Mobile AL,DMA_054,66384,113589,31201,17852,10334,57880,31136,3070296,3294035,65233,11895,122972,293,1302,832,10068,56426,482000,117826,0.94
7/14/2024,Mobile AL,DMA_054,57157,67071,39623,20548,17809,37068,32682,1694281,4332775,69192,6330,202690,335,1516,578,12081,48583,482000,111119,0.881
7/21/2024,Mobile AL,DMA_054,74601,121375,35408,23682,18705,29489,29829,3493647,4666010,89050,10909,171693,220,1151,934,11469,63410,482000,111033,1.037
7/28/2024,Mobile AL,DMA_054,60498,105216,24384,15087,10411,55444,33088,2631779,3584381,52537,5585,116913,280,1204,656,11827,51423,482000,134500,0.932
8/4/2024,Mobile AL,DMA_054,74994,129737,42309,16800,11728,26979,30863,3537753,5087897,92320,5430,110636,288,1492,512,13913,63744,482000,122662,1.079
8/11/2024,Mobile AL,DMA_054,77336,117628,32135,20760,21147,57144,20790,3760457,4683718,49776,6380,170867,389,1540,630,16481,65735,482000,156930,1.138
8/18/2024,Mobile AL,DMA_054,73513,99762,27170,25250,17905,41127,28145,3359287,4004732,73848,6628,208811,241,1057,639,11124,62486,482000,92388,1.073
8/25/2024,Mobile AL,DMA_054,91733,143605,56547,17787,20534,42938,21831,4150337,6138910,120475,4596,207994,357,1428,770,20416,77973,482000,161071,1.305
9/1/2024,Mobile AL,DMA_054,95499,145238,34162,23505,32382,29316,31904,4137115,4656384,57226,8361,292930,234,1211,511,14792,81174,482000,191552,1.375
9/8/2024,Mobile AL,DMA_054,97640,147335,61165,31665,15963,27007,25466,5109633,7297829,77800,9445,193482,323,959,663,21254,82994,482000,180226,1.357
9/15/2024,Mobile AL,DMA_054,103031,174656,52490,32591,25940,29761,29832,4997321,6934501,127891,8338,244114,254,975,925,18725,87576,482000,181720,1.407
9/22/2024,Mobile AL,DMA_054,111580,115881,66482,29874,18117,29063,33322,3958987,8814114,113899,17842,165290,303,1454,578,27845,94843,482000,117439,1.455
9/29/2024,Mobile AL,DMA_054,99495,175679,47334,18445,23172,55602,29375,5165426,5826170,79280,6781,296516,311,1252,701,17142,84570,482000,145093,1.392
10/6/2024,Mobile AL,DMA_054,90947,118834,40593,29576,13899,42204,20069,3791610,4202652,36412,10483,166507,265,1215,912,22530,77304,482000,72709,1.313
10/13/2024,Mobile AL,DMA_054,101890,164170,52522,29793,19012,44411,32306,5243989,7223203,95325,10600,160315,251,1181,796,25012,86606,482000,302401,1.388
10/20/2024,Mobile AL,DMA_054,96884,119054,57384,26833,30804,54002,29549,3469631,7825844,121317,6828,315740,313,1198,642,23067,82351,482000,91195,1.36
10/27/2024,Mobile AL,DMA_054,97385,164858,56659,27067,15028,45434,20524,4280148,6584468,93461,8013,195079,359,996,835,17955,82777,482000,176510,1.373
11/3/2024,Mobile AL,DMA_054,100428,132662,40646,27477,20514,54238,19144,3581057,5610180,112147,9219,173588,221,1490,753,19245,85363,482000,88558,1.372
11/10/2024,Mobile AL,DMA_054,72812,90336,36329,26182,16099,37475,28417,2271709,4115999,55618,7064,142489,336,1186,582,17214,61890,482000,58048,1.101
11/17/2024,Mobile AL,DMA_054,88311,137762,48101,21411,27392,59083,21517,4526527,7094554,127855,10667,275244,286,1235,665,15583,75064,482000,92941,1.174
11/24/2024,Mobile AL,DMA_054,73498,108512,33767,20042,14958,34016,32470,2954458,4146089,44127,5344,161833,316,1153,938,18044,62473,482000,165263,1.142
12/1/2024,Mobile AL,DMA_054,84075,139092,45846,21978,24937,28186,23062,3873847,6566920,109015,7010,238455,287,1519,539,19029,71463,482000,204433,1.178
12/8/2024,Mobile AL,DMA_054,75706,142029,45964,13939,23766,25625,20140,3726440,5786777,59558,4381,263376,328,983,774,16978,64350,482000,201577,1.159
12/15/2024,Mobile AL,DMA_054,76509,135888,31318,25079,15473,30843,29965,4720831,3420924,51609,6433,195202,235,1492,537,15554,65032,482000,173560,1.104
12/22/2024,Mobile AL,DMA_054,85415,125471,46160,18223,25272,30060,28203,4251269,6678273,125809,6640,245023,264,1173,763,18325,72602,482000,100852,1.182
1/1/2023,Knoxville TN,DMA_055,80283,123427,47324,27303,28191,39705,28057,3502394,6453758,88374,7094,227341,333,1010,662,13500,72254,476000,148893,1.257
1/8/2023,Knoxville TN,DMA_055,81814,112533,39957,23870,20444,55291,23481,3321117,5807235,82445,7813,227415,342,932,543,12855,69541,476000,203552,1.294
1/15/2023,Knoxville TN,DMA_055,84616,124387,36758,19878,12857,26355,19680,3228442,4807504,91211,5265,147233,277,1377,546,19596,71923,476000,66844,1.326
1/22/2023,Knoxville TN,DMA_055,78158,131922,29727,20021,27414,41268,18502,3590746,3414120,56816,8357,300468,242,1136,650,14122,66434,476000,192656,1.238
1/29/2023,Knoxville TN,DMA_055,82518,128261,47816,22308,19805,30957,26811,3556027,4986280,46654,7872,212444,377,1288,555,13623,70140,476000,125083,1.312
2/5/2023,Knoxville TN,DMA_055,78079,100232,33390,20269,23998,46856,22783,3467418,3933443,52286,5123,267653,236,1200,780,18569,66367,476000,113058,1.276
2/12/2023,Knoxville TN,DMA_055,86913,150659,35710,17628,26856,47913,21937,4464085,5129514,82872,8928,323331,338,1392,723,17823,73876,476000,119268,1.296
2/19/2023,Knoxville TN,DMA_055,86199,145436,37120,19669,22956,50123,30491,4595726,3785199,70972,7295,294422,293,1015,534,19093,73269,476000,187636,1.338
2/26/2023,Knoxville TN,DMA_055,80074,133061,30388,17070,11711,35594,28444,4571560,4017519,56969,10700,147879,238,1422,858,16337,68062,476000,100777,1.198
3/5/2023,Knoxville TN,DMA_055,72318,112041,29577,21945,11150,27528,19885,3097006,3954554,70798,7010,125114,339,1014,845,13735,61470,476000,67839,1.146
3/12/2023,Knoxville TN,DMA_055,73187,112894,39254,15887,18061,42480,19322,3333852,4099496,74217,4960,178898,225,1383,568,15833,62208,476000,164036,1.178
3/19/2023,Knoxville TN,DMA_055,66763,88752,34397,14828,21906,50476,31907,2977243,4309771,47395,5341,201453,395,1200,736,14000,56748,476000,123389,1.111
3/26/2023,Knoxville TN,DMA_055,54227,105433,37855,11517,15339,30454,18405,3260929,3939021,35668,4265,126653,307,1044,868,13069,46092,476000,201323,0.939
4/2/2023,Knoxville TN,DMA_055,60723,110956,37258,11673,9994,38652,18732,3023545,5296059,98774,3344,114836,272,1296,715,9453,51614,476000,121170,0.993
